0xa46527c43e9ee9ab49c44e20f5ab42e7bc2a837988c186c18ae42100632f13db,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x78d64020189f0924094b1c28b8ccbc0177a6124a3d57afb528c66a7a20e954e8,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xa34017a3822f18a4c3327255566fd7fbe7b1e5e8ae8a200a82bf07d441a5b3ad,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x1ebde04937f2c390c38e79d1ee2ba482368b8f46882c2c48b134e95c5561778d,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x5cd27ab56b0cd09fa2a27083230504c3821f8e321ba90154f2675a8462c7b98a,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xcc590cdfbb8890d428a86cc5710e27e3cb493305bcb1d76a37c9476c865c5aa5,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x2eb64dff05fea6140711bd87174b871dc079bf995d403bb9c7e7cb79edc8b27f,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x5ee4077e9680cb7306a77e03796668aa97fd54cc66845416410894c5adabdb16,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xe9b8b88049fe39508114b710c57f7d084413e7974c249e898844cc45577c3b52,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x4c37e1b594d953daf88b8881cc90590781aa8346b5337a3c2f28b61d56043aa6,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xe364b4c3cba9740c3d648cff4cd4605327658e816dbefbe5b7f11a770b55db19,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xbfba494510eab833d6026c4936c4894fd9b7d6699fee229913c1bb7d22e93fa4,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x0cce956b7ad717ca97bca063cca61e77ca31799faf8c59285181f86844053c66,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x375963d4209adba2c02e1cd7db0a1768c519135ff820c460e177df8a5bd9de00,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x8b5adda7f27cdc6c783c3784d388fd20d5d3f992677cf1aaf7d1c89a7df0d258,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x1520fc6b256b6a13659ff3214a50ef41babe0e2715b82d21ce7434186451f465,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xa1f544ca65c8bd1813ba477cba5c474ee0f9d1d0da58ca543c915e86bef17f3e,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x0800a04be4d762c30529acc1aa7c4fbcba1dead2961fa4435abdf965c4daa0a6,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xc6ec153f06c92aec2e3b9e215e36f9b383becd4556378bcf828fd89b853e9885,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x390c8068c70cc51d704afb16de2f3b245d60a899bc82000d85ebd01c2ad00e05,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xbddeb9e87d3acd0b0aaaf6525775a3ccaa6b8820368f8c80c37efb31c799bbf3,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x89f30bf52d20019ed5b4b39d1264ce67f5c579c43e158e56fa9168c1b32c7792,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x5f14941470e8c97a11c81ca11ef4469acf9a4cf0bea09df06a157502d2384978,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x4a7a9f788da3938d75eac46dc8b0f32c7ea176afa2d01426da0b283e2c95a42b,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x8b59c674a2f099e73af317525ecaa305fd10f696d7a8354a97b4582cae4fbfe1,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x9acf2075c03e8ba0618e435f8270bdc31f61d2579b46a089129cf8d0ef16dd32,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xc80cd588393d1bcd7601a3c61c3269c1a3f09ac0827b96f091c6652c13b9fe69,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x7194d84a33ba7134308179211f5af441e4e74e02aab04bc6c2fbbf34d2cf4823,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x775b56f2c177af5345b919cd0e58caa37d5eac26b47340c5fd5940091def0d45,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x0a820bde418696b0d9070e3583d2caebc2d23f4c931da628ee4812a71a552a12,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x67066bf84159c7ad05ee4c6e45817f8a0ce4d187962cfcadb1ee2ce4d505364b,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x0e57681bc523c3e43344a59c8601a56d014cc190afe1ae86f88b922e7989da85,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xd9bc2dca38bd6d0d3fa532ff146e3d3f0f6e6ceb3c6961336d5085f2d5ca4462,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xb56798585819c4b0410f024588cd132aaff6ee21a592370073206a4458ce0247,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xb60dd80abde809ba25d0884adc180f32513ca9ebdab686aa33ded43c0a8370b5,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x8a61201ae8c8a98d812df3bc0f17a86e8ce5abff0112c1864cbe99b2780e0786,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xc2715970227bee07603934bc0183b3afdf91c89e50b7ad4687f8e4be1c00feca,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x31eb8e7159e5e5949d50f1936a1fe7f3f9cb6b89d212cc45e06703871085af54,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xb64c9659d965c6736af15b7967d77dd45cf231ede588ecf990e02b9b9cd3eac6,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xdbe86ee54ae947262edb8d7e7fbdb532883cb0e5a9b72b741d2f167d70b09223,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x79a4ff7c4b1195de97e11914ee9641eb1230b47f4028dd805c5a5f84b38249ea,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x675ed8098e5f46c9d5fecf27943d6c087a13ae9abd65d79eaee5ff12c5bd68a4,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
